# For:  AD Model Builder: using automatic differentiation for statistical inference of highly parameterized complex nonlinear models ||||||||||||||||||||||||||
# Timespan=2012-2017. Indexes=SCI-EXPANDED| ESCI| A&HCI| SSCI| CPCI-SSH| CPCI-S.|||||||||||||||||||||
#||||||||||||||||||||||||||
Title|Authors|Corporate Authors|Editors|Book Editors|Source Title|Publication Date|Publication Year|Volume|Issue|Part Number|Supplement|Special Issue|Beginning Page|Ending Page|Article Number|DOI|Conference Title|Conference Date|Total Citations|Average per Year|2012|2013|2014|2015|2016|2017
Evaluation of alternative age-based methods for estimating relative abundance from survey data in relation to assessment models|Berg, Casper W.; Nielsen, Anders; Kristensen, Kasper||||FISHERIES RESEARCH|MAR 2014|2014|151|||||91|99||10.1016/j.fishres.2013.10.005|||4|0.8|0|0|0|0|2|2
Retrospective analysis of Atlantic salmon (Salmo salar) marine growth and condition in the northwest Atlantic based on tag-recovery data|Miller, Alicia S.; Miller, Timothy J.; Mills, Katherine E.; Sheehan, Timothy F.||||FISHERIES OCEANOGRAPHY|MAR 2014|2014|23|2||||103|115||10.1111/fog.12045|||3|0.6|0|0|1|0|0|2
An evaluation of the synchronization in the dynamics of blue crab (Callinectes sapidus) populations in the western Atlantic|Colton, A. R.; Wilberg, M. J.; Coles, V. J.; Miller, T. J.||||FISHERIES OCEANOGRAPHY|MAR 2014|2014|23|2||||132|146||10.1111/fog.12048|||7|1.4|0|0|1|2|1|3
Love is in the air: sociality and pair bondedness influence sifaka reproductive signalling|Greene, Lydia K.; Drea, Christine M.||||ANIMAL BEHAVIOUR|FEB 2014|2014|88|||||147|156||10.1016/j.anbehav.2013.11.019|||4|0.8|0|0|2|1|1|0
Experimental Assessment of Circle Hook Performance and Selectivity in the Northern Gulf of Mexico Recreational Reef Fish Fishery|Garner, Steven B.; Patterson, William F., III; Porch, Clay E.; Tarnecki, Joseph H.||||MARINE AND COASTAL FISHERIES|2014|2014|6|1||||235|246||10.1080/19425120.2014.952463|||2|0.4|0|0|0|0|1|1
Informing Recovery Goals Based on Historical Population Size and Extant Habitat: A Case Study of the Gulf Sturgeon|Ahrens, R. N. M.; Pine, W. E.||||MARINE AND COASTAL FISHERIES|2014|2014|6|1||||274|286||10.1080/19425120.2014.976679|||2|0.4|0|0|0|0|1|1
SPATIALLY EXPLICIT POPULATION DYNAMICS MODELS FOR ANTARCTIC TOOTHFISH IN THE ROSS SEA REGION|Mormede, S.; Dunn, A.; Hanchet, S.; Parker, S.||||CCAMLR SCIENCE|2014|2014|21|||||19|37|||||6|1.2|0|0|1|1|2|2
Integration of Auxiliary Information in Statistical Catch-at-Age (SCA) Analysis of the Saginaw Bay Stock of Walleye in Lake Huron|Fielder, David G.; Bence, James R.||||NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT|2014|2014|34|5||||970|987||10.1080/02755947.2014.938141|||11|2.2|0|0|0|3|2|5
Swan grazing on seagrass: abundance but not grazing pressure varies over an annual cycle in a temperate estuary|Choney, Gary E.; McMahon, Kathryn; Lavery, Paul S.; Collier, Neil||||MARINE AND FRESHWATER RESEARCH|2014|2014|65|8||||738|749||10.1071/MF13126|||2|0.4|0|0|0|1|1|0
IMPACTS OF INTRODUCED AQUACULTURE SPECIES ON MARKETS FOR NATIVE MARINE AQUACULTURE PRODUCTS: THE CASE OF EDIBLE OYSTERS IN AUSTRALIA|Schrobback, Peggy; Pascoe, Sean; Coglan, Louisa||||AQUACULTURE ECONOMICS & MANAGEMENT|2014|2014|18|3||||248|272||10.1080/13657305.2014.926465|||4|0.8|0|0|2|1|0|1
NESTED RELATIVES CLAUSES PROCESSING, WORKING MEMORY, AND AGING|Arancibia Gutierrez, Beatriz; Veliz, Monica; Riff, Bernardo; Roa-Ureta, Ruben||||RLA-REVISTA DE LINGUISTICA TEORICA Y APLICADA|2014|2014|52|1||||155|179|||||0|0|0|0|0|0|0|0
A bootstrap method for estimating bias and variance in statistical fisheries modelling frameworks using highly disparate datasets|Elvarsson, B. P.; Taylor, L.; Trenkel, V. M.; Kupca, V.; Stefansson, G.||||AFRICAN JOURNAL OF MARINE SCIENCE|2014|2014|36|1||||99|110||10.2989/1814232X.2014.897253|||2|0.4|0|0|0|0|2|0
Predators of the destructive sea urchin Strongylocentrotus droebachiensis on the Norwegian coast|Fagerli, Camilla With; Norderhaug, Kjell Magnus; Christie, Hartvig; Pedersen, Morten Foldager; Fredriksen, Stein||||MARINE ECOLOGY PROGRESS SERIES|2014|2014|502|||||207|218||10.3354/meps10701|||14|2.8|0|0|2|5|5|2
Spatially Varying Population Demographics and Fishery Characteristics of Lake Erie Walleyes Inferred from a Long-Term Tag Recovery Study|Vandergoot, Christopher S.; Brenden, Travis O.||||TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY|JAN 1 2014|2014|143|1||||188|204||10.1080/00028487.2013.837095|||10|2|0|0|1|3|1|4
Semantic Preview Benefit During Reading|Hohenstein, Sven; Kliegl, Reinhold||||JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION|JAN 2014|2014|40|1||||166|190||10.1037/a0033670|||46|9.2|0|0|4|11|16|15
The effect of resveratrol in combination with irradiation and chemotherapy Study using Merkel cell carcinoma cell lines|Heiduschka, G.; Lill, C.; Seemann, R.; Brunner, M.; Schmid, R.; Houben, R.; Bigenzahn, J.; Thurnher, D.||||STRAHLENTHERAPIE UND ONKOLOGIE|JAN 2014|2014|190|1||||75|80||10.1007/s00066-013-0445-8|||11|2.2|0|0|2|3|5|1
Comparisons of meta-analytic methods for deriving a probability distribution for the steepness of the stock-recruitment relationship|Punt, Andre E.; Dorn, Martin||||FISHERIES RESEARCH|JAN 2014|2014|149|||||43|54||10.1016/j.fishres.2013.09.015|||3|0.6|0|0|0|1|2|0
Testing the roles of competition, facilitation and stochasticity on community structure in a species-rich assemblage|Martorell, Carlos; Freckleton, Robert P.||||JOURNAL OF ECOLOGY|JAN 2014|2014|102|1||||74|85||10.1111/1365-2745.12173|||37|7.4|0|0|3|13|8|13
Estimation of calf:cow ratios of Pacific walruses for use in population modeling and monitoring|Citta, John J.; Quakenbush, Lori T.; Taras, Brian D.||||MARINE MAMMAL SCIENCE|JAN 2014|2014|30|1||||20|43||10.1111/mms.12013|||5|1|0|1|1|1|1|1
Regeneration in canopy gaps of tierra-firme forest in the Peruvian Amazon: Comparing reduced impact logging and natural, unmanaged forests|Karsten, Rune Juelsborg; Jovanovic, Milos; Meilby, Henrik; Perales, Emilio; Reynel, Carlos||||FOREST ECOLOGY AND MANAGEMENT|DEC 15 2013|2013|310|||||663|671||10.1016/j.foreco.2013.09.006|||1|0.17|0|0|1|0|0|0
The roles of biological reference points and operational control points inmanagement procedures for the sablefish (Anoplopoma fimbria) fishery in British Columbia, Canada|Cox, Sean P.; Kronlund, Allen R.; Benson, Ashleen J.||||ENVIRONMENTAL CONSERVATION|DEC 2013|2013|40|4||||318|328||10.1017/S0376892913000271|||1|0.17|0|0|0|1|0|0
Hybrid Pairwise Likelihood Analysis of Animal Behavior Experiments|Cattelan, Manuela; Varin, Cristiano||||BIOMETRICS|DEC 2013|2013|69|4||||1002|1011||10.1111/biom.12090|||4|0.67|0|0|0|0|3|1
A spatial age-structured model for describing sea lamprey (Petromyzon marinus) population dynamics|Robinson, Jason M.; Wilberg, Michael J.; Adams, Jean V.; Jones, Michael L.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|DEC 2013|2013|70|12||||1709|1722||10.1139/cjfas-2012-0375|||6|1|0|0|2|1|2|1
Promising the moon? Evaluation of indigenous and lunar fishing calendars using semiparametric generalized mixed models of recreational catch data|Stevenson, Ben C.; Millar, Russell B.||||ENVIRONMENTAL AND ECOLOGICAL STATISTICS|DEC 2013|2013|20|4||||591|608||10.1007/s10651-013-0236-5|||3|0.5|0|0|0|0|1|2
Population ecology of turbot and brill: What can we learn from two rare flatfish species?|van der Hammen, Tessa; Poos, Jan Jaap; van Overzee, Harriet M. J.; Heessen, Henk J. L.; Magnusson, Arni; Rijnsdorp, Adriaan D.||||JOURNAL OF SEA RESEARCH|NOV 2013|2013|84||||SI|96|108||10.1016/j.seares.2013.07.001|||3|0.5|0|1|1|1|0|0
New insights on European hake biology and population dynamics from a sustained tagging effort in the Bay of Biscay|de Pontual, Helene; Jolivet, Aurelie; Garren, Francois; Bertignac, Michel||||ICES JOURNAL OF MARINE SCIENCE|NOV 2013|2013|70|7||||1416|1428||10.1093/icesjms/fst102|||7|1.17|0|0|1|2|2|2
A Method for Detecting Positive Growth Autocorrelation without Marking Individuals|Brooks, Mollie E.; McCoy, Michael W.; Bolker, Benjamin M.||||PLOS ONE|OCT 28 2013|2013|8|10||||||e76389|10.1371/journal.pone.0076389|||4|0.67|0|0|0|0|3|1
Harvest levels that conserve spawning biomass can provide larger and more stable and sustainable yields in intermixed fisheries|Molton, Kyle J.; Brenden, Travis O.; Bence, James R.||||FISHERIES RESEARCH|OCT 2013|2013|147|||||264|283||10.1016/j.fishres.2013.07.004|||8|1.33|0|0|0|2|3|3
Estimating individual animal movement from observation networks|Pedersen, Martin W.; Weng, Kevin C.||||METHODS IN ECOLOGY AND EVOLUTION|OCT 2013|2013|4|10||||920|929||10.1111/2041-210X.12086|||10|1.67|0|0|3|4|1|2
Differential responses of ground dwelling arthropods to ski-piste restoration by hydroseeding|Negro, Matteo; Rolando, Antonio; Barni, Elena; Bocola, Davide; Filippa, Gianluca; Freppaz, Michele; Isaia, Marco; Siniscalco, Consolata; Palestrini, Claudia||||BIODIVERSITY AND CONSERVATION|OCT 2013|2013|22|11||||2607|2634||10.1007/s10531-013-0544-y|||5|0.83|0|0|1|0|3|1
Tawny owl vocal activity is constrained by predation risk|Lourenco, Rui; Goytre, Fernando; del Mar Delgado, Maria; Thornton, Michael; Rabaca, Joao E.; Penteriani, Vincenzo||||JOURNAL OF AVIAN BIOLOGY|SEP 2013|2013|44|5||||461|468||10.1111/j.1600-048X.2013.00157.x|||0|0|0|0|0|0|0|0
Methods for estimating spatial trends in Steller sea lion pup production using the Kalman filter|Fay, Gavin; Punt, Andre E.||||ECOLOGICAL APPLICATIONS|SEP 2013|2013|23|6||||1455|1474||10.1890/12-1645.1|||5|0.83|0|0|1|2|1|1
Strong Spatial Genetic Structure Reduces Reproductive Success in the Critically Endangered Plant Genus Pseudomisopates|Amat, Maria E.; Silvertown, Jonathan; Vargas, Pablo||||JOURNAL OF HEREDITY|SEP-OCT 2013|2013|104|5||||692|703||10.1093/jhered/est042|||9|1.5|0|0|3|3|1|2
A comparison of hierarchical models for relative catch efficiency based on paired-gear data for US Northwest Atlantic fish stocks|Miller, Timothy J.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|SEP 2013|2013|70|9||||1306|1316||10.1139/cjfas-2013-0136|||8|1.33|0|0|2|1|1|4
marked: an R package for maximum likelihood and Markov Chain Monte Carlo analysis of capture-recapture data|Laake, Jeff L.; Johnson, Devin S.; Conn, Paul B.||||METHODS IN ECOLOGY AND EVOLUTION|SEP 2013|2013|4|9||||885|890||10.1111/2041-210X.12065|||19|3.17|0|0|3|4|7|5
The effects of cannabis use expectancies on self-initiated cannabis cessation|Boden, Matthew Tyler; McKay, James R.; Long, W. Robert; Bonn-Miller, Marcel O.||||ADDICTION|SEP 2013|2013|108|9||||1649|1657||10.1111/add.12233|||15|2.5|0|0|3|3|3|6
Comparison of point counts and territory mapping for detecting effects of forest management on songbirds|Newell, Felicity L.; Sheehan, James; Wood, Petra Bohall; Rodewald, Amanda D.; Buehler, David A.; Keyser, Patrick D.; Larkin, Jeffrey L.; Beachy, Tiffany A.; Bakermans, Marja H.; Boves, Than J.; Evans, Andrea; George, Gregory A.; McDermott, Molly E.; Perkins, Kelly A.; White, Matthew B.; Wigley, T. Bently||||JOURNAL OF FIELD ORNITHOLOGY|SEP 2013|2013|84|3||||270|286||10.1111/jofo.12026|||11|1.83|0|0|2|3|4|2
Measuring uncertainty in fisheries stock assessment: the delta method, bootstrap, and MCMC|Magnusson, Arni; Punt, Andre E.; Hilborn, Ray||||FISH AND FISHERIES|SEP 2013|2013|14|3||||325|342||10.1111/j.1467-2979.2012.00473.x|||29|4.83|0|2|3|10|6|8
Modelling the effects of density-dependent mortality in juvenile red snapper caught as bycatch in Gulf of Mexico shrimp fisheries: Implications for management|Forrest, Robyn E.; McAllister, Murdoch K.; Martell, Steven J. D.; Walters, Carl J.||||FISHERIES RESEARCH|SEP 2013|2013|146|||||102|120||10.1016/j.fishres.2013.04.002|||4|0.67|0|0|2|1|1|0
Parasitism and Physiological Trade-Offs in Stressed Capybaras|Eberhardt, Ayelen T.; Costa, Sebastian A.; Marini, M. Rocio; Racca, Andrea; Baldi, Cecilia J.; Robles, M. Rosario; Moreno, Pablo G.; Beldomenico, Pablo M.||||PLOS ONE|JUL 24 2013|2013|8|7||||||e70382|10.1371/journal.pone.0070382|||15|2.5|0|1|4|3|4|2
Reconstructing shifts in vital rates driven by long-term environmental change: a new demographic method based on readily available data|Gonzalez, Edgar J.; Martorell, Carlos||||ECOLOGY AND EVOLUTION|JUL 2013|2013|3|7||||2273|2284||10.1002/ece3.549|||4|0.67|0|0|0|0|4|0
Does cooperation increase helpers' later success as breeders? A test of the skills hypothesis in the cooperatively displaying lance-tailed manakin|DuVal, Emily H.||||JOURNAL OF ANIMAL ECOLOGY|JUL 2013|2013|82|4||||884|893||10.1111/1365-2656.12057|||6|1|0|0|3|2|1|0
Random Effects Models and Multistage Estimation Procedures for Statistical Population Reconstruction of Small Game Populations|Gast, Christopher M.; Skalski, John R.; Isabelle, Jason L.; Clawson, Michael V.||||PLOS ONE|JUN 3 2013|2013|8|6||||||e65244|10.1371/journal.pone.0065244|||4|0.67|0|0|0|1|0|3
OCCURRENCE OF POLYGYNY AND DOUBLE BROODING IN THE EASTERN WOOD-PEWEE|Newell, Felicity L.; Haiman, Aaron N. K.; Narango, Desiree L.; Elder, Julie Means; Leonhard, Linda Daily; Philhower-Gillen, Jennifer; Johnson, Angela M.; Rodewald, Amanda D.||||WILSON JOURNAL OF ORNITHOLOGY|JUN 2013|2013|125|2||||251|259||10.1676/12-132.1                                                                |||3|0.5|0|0|1|0|0|2
Strategies for fitting nonlinear ecological models in R, AD Model Builder, and BUGS|Bolker, Benjamin M.; Gardner, Beth; Maunder, Mark; Berg, Casper W.; Brooks, Mollie; Comita, Liza; Crone, Elizabeth; Cubaynes, Sarah; Davies, Trevor; de Valpine, Perry; Ford, Jessica; Gimenez, Olivier; Kery, Marc; Kim, Eun Jung; Lennert-Cody, Cleridy; Magnusson, Arni; Martell, Steve; Nash, John; Nielsen, Anders; Regetz, Jim; Skaug, Hans; Zipkin, Elise||||METHODS IN ECOLOGY AND EVOLUTION|JUN 2013|2013|4|6||||501|512||10.1111/2041-210X.12044|||41|6.83|0|0|5|13|9|13
Influence of increased cod abundance and temperature on recruitment of northern shrimp (Pandalus borealis)|Jonsdottir, Ingibjoerg G.; Magnusson, Arni; Skuladottir, Unnur||||MARINE BIOLOGY|MAY 2013|2013|160|5||||1203|1211||10.1007/s00227-013-2172-1|||5|0.83|0|0|0|0|1|4
Stock Synthesis: Advancing stock assessment application and research through the use of a general stock assessment computer program Preface|Punt, Andre E.; Maunder, Mark N.||||FISHERIES RESEARCH|MAY 2013|2013|142||||SI|1|2||10.1016/j.fishres.2012.11.001|||2|0.33|0|0|0|1|1|0
A stock-recruitment relationship based on pre-recruit survival, illustrated with application to spiny dogfish shark|Taylor, Ian G.; Gertseva, Vladlena; Methot, Richard D., Jr.; Maunder, Mark N.||||FISHERIES RESEARCH|MAY 2013|2013|142||||SI|15|21||10.1016/j.fishres.2012.04.018|||11|1.83|0|3|2|0|2|4
A comparison of stock assessment uncertainty estimates using maximum likelihood and Bayesian methods implemented with the same model framework|Stewart, Ian J.; Hicks, Allan C.; Taylor, Ian G.; Thorson, James T.; Wetzel, Chantell; Kupschus, Sven||||FISHERIES RESEARCH|MAY 2013|2013|142||||SI|37|46||10.1016/j.fishres.2012.07.003|||14|2.33|0|2|2|3|5|2
A review of integrated analysis in fisheries stock assessment|Maunder, Mark N.; Punt, Andre E.||||FISHERIES RESEARCH|MAY 2013|2013|142||||SI|61|74||10.1016/j.fishres.2012.07.025|||114|19|0|3|20|24|35|29
Analysis of regional species distribution models based on radio-telemetry datasets from multiple small-scale studies|Rice, Mindy B.; Apa, Anthony D.; Phillips, Michael L.; Gammonley, James H.; Petch, Bradford B.; Eichhoff, Karin||||JOURNAL OF WILDLIFE MANAGEMENT|MAY 2013|2013|77|4||||821|831||10.1002/jwmg.496|||9|1.5|0|0|1|2|5|1
Marginal increment analysis: a new statistical approach of testing for temporal periodicity in fish age verification|Okamura, H.; Punt, A. E.; Semba, Y.; Ichinokawa, M.||||JOURNAL OF FISH BIOLOGY|APR 2013|2013|82|4||||1239|1249||10.1111/jfb.12062|||8|1.33|0|2|0|5|0|1
Grazing history influences biodiversity: a case study on ground-dwelling arachnids (Arachnida: Araneae, Opiliones) in the Natural Park of Alpi Marittime (NW Italy)|Paschetta, Mauro; La Morgia, Valentina; Masante, Dario; Negro, Matteo; Rolando, Antonio; Isaia, Marco||||JOURNAL OF INSECT CONSERVATION|APR 2013|2013|17|2||||339|356||10.1007/s10841-012-9515-y|||15|2.5|0|2|2|8|3|0
Dirichlet negative multinomial regression for overdispersed correlated count data|Farewell, Daniel M.; Farewell, Vernon T.||||BIOSTATISTICS|APR 2013|2013|14|2||||395|404||10.1093/biostatistics/kxs050|||2|0.33|0|0|1|0|1|0
Qualification of Standard Membrane-Feeding Assay with Plasmodium falciparum Malaria and Potential Improvements for Future Assays|Miura, Kazutoyo; Deng, Bingbing; Tullo, Gregory; Diouf, Ababacar; Moretz, Samuel E.; Locke, Emily; Morin, Merribeth; Fay, Michael P.; Long, Carole A.||||PLOS ONE|MAR 6 2013|2013|8|3||||||e57909|10.1371/journal.pone.0057909|||42|7|0|3|6|8|12|13
Evaluating the performance of a multispecies statistical catch-at-age model|Curti, Kiersten L.; Collie, Jeremy S.; Legault, Christopher M.; Link, Jason S.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|MAR 2013|2013|70|3||||470|484||10.1139/cjfas-2012-0229|||9|1.5|0|0|1|2|4|2
Estimating wounding of lake trout by sea lamprey in the upper Great Lakes: Allowing for changing size-specific patterns|Prichard, Carson G.; Bence, James R.||||JOURNAL OF GREAT LAKES RESEARCH|MAR 2013|2013|39|1||||110|119||10.1016/j.jglr.2012.12.005|||3|0.5|0|0|0|1|2|0
Assessing stock reproductive potential in species with indeterminate fecundity: Effects of age truncation and size-dependent reproductive timing|Cooper, Wade T.; Barbieri, Luiz R.; Murphy, Michael D.; Lowerre-Barbieri, Susan K.||||FISHERIES RESEARCH|FEB 2013|2013|138||||SI|31|41||10.1016/j.fishres.2012.05.016|||14|2.33|0|3|1|5|2|3
Niche opportunities and invasion dynamics in a desert annual community|Allington, Ginger R. H.; Koons, David N.; Ernest, S. K. Morgan; Schutzenhofer, Michele R.; Valone, Thomas J.||||ECOLOGY LETTERS|FEB 2013|2013|16|2||||158|166||10.1111/ele.12023|||16|2.67|0|1|8|1|3|3
Divergent Receiver Responses to Components of Multimodal Signals in Two Foot-Flagging Frog Species|Preininger, Doris; Boeckle, Markus; Sztatecsny, Marc; Hoedl, Walter||||PLOS ONE|JAN 29 2013|2013|8|1||||||e55367|10.1371/journal.pone.0055367|||15|2.5|0|1|2|4|6|2
Can anchovy age structure be estimated from length distribution data collected during surveys?|de Moor, C. L.; Butterworth, D. S.; Coetzee, J. C.||||AFRICAN JOURNAL OF MARINE SCIENCE|2013|2013|35|3||||335|342||10.2989/1814232X.2013.830991|||3|0.5|0|0|0|1|1|1
Estimating Spatial and Temporal Components of Variation for Fisheries Count Data Using Negative Binomial Mixed Models|Irwin, Brian J.; Wagner, Tyler; Bence, James R.; Kepler, Megan V.; Liu, Weihai; Hayes, Daniel B.||||TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY|JAN 1 2013|2013|142|1||||171|183||10.1080/00028487.2012.728163|||8|1.33|0|0|1|1|5|1
Performance of Surplus Production Models with Time-Varying Parameters for Assessing Multispecies Assemblages|Nesslage, Genevieve M.; Wilberg, Michael J.||||NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT|DEC 1 2012|2012|32|6||||1137|1145||10.1080/02755947.2012.720646|||3|0.43|0|0|1|1|1|0
Control rule performance for intermixing lake whitefish populations in the 1836 Treaty waters of the Great Lakes: A simulation-based evaluation|Molton, Kyle J.; Brenden, Travis O.; Bence, James R.||||JOURNAL OF GREAT LAKES RESEARCH|DEC 2012|2012|38|4||||686|698||10.1016/j.jglr.2012.09.014|||11|1.57|0|1|2|3|3|2
Incorporating individual variability into mark-recapture models|Ford, Jessica H.; Bravington, Mark V.; Robbins, Jooke||||METHODS IN ECOLOGY AND EVOLUTION|DEC 2012|2012|3|6||||1047|1054||10.1111/j.2041-210X.2012.00243.x|||11|1.57|0|1|2|3|3|2
Simulation-based evaluation of the accuracy in indirectly estimating gillnet selectivity|Brenden, Travis O.; Zhao, Yingming||||FISHERIES RESEARCH|DEC 2012|2012|134|||||64|72||10.1016/j.fishres.2012.08.005|||3|0.43|0|0|1|1|0|1
A random effects population dynamics model based on proportions-at-age and removal data for estimating total mortality|Trenkel, Verena M.; Bravington, Mark V.; Lorance, Pascal||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|NOV 2012|2012|69|11||||1881|1893||10.1139/f2012-103|||5|0.71|0|1|2|1|1|0
Spawning biomass reference points for exploited marine fishes, incorporating taxonomic and body size information|Thorson, James T.; Cope, Jason M.; Branch, Trevor A.; Jensen, Olaf P.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|SEP 2012|2012|69|9||||1556|1568||10.1139/F2012-077|||24|3.43|0|5|6|4|6|3
Modelling the abundance of grey seals (Halichoerus grypus) along the Norwegian coast|Oigard, Tor Arne; Frie, Anne Kirstine; Nilssen, Kjell Tormod; Hammill, Mike Osborne||||ICES JOURNAL OF MARINE SCIENCE|SEP 2012|2012|69|8||||1436|1447||10.1093/icesjms/fss103|||1|0.14|0|1|0|0|0|0
